"id-icono-nombre-vida-daño-cadencia-vel_proyectil-rango-velocidad-suerte"
"1","https://static.wikia.nocookie.net/bindingofisaac/images/b/b5/Arte_de_personaje_Isaac.png/revision/latest?cb=20210405155819&path-prefix=es","Isaac","3","3.5 (x 1.00)","+0","1","6.5","1.0","0"
"2","https://static.wikia.nocookie.net/bindingofisaac/images/3/30/Arte_de_personaje_Magdalena.png/revision/latest?cb=20210405155855&path-prefix=es","Magdalena","4","3.5 (x 1.00)","+0","1","6.5","0.85","0"
"3","https://static.wikia.nocookie.net/bindingofisaac/images/a/ab/Arte_de_personaje_Cain.png/revision/latest?cb=20210405155909&path-prefix=es","Cain","2","3.5 (x 1.20)","+0","1","4.5","1.3","0"
"4","https://static.wikia.nocookie.net/bindingofisaac/images/c/ca/Arte_de_personaje_Judas.png/revision/latest?cb=20210405155922&path-prefix=es","Judas","1","3.5 (x 1.35)","+0","1","6.5","1.0","0"
"5","https://static.wikia.nocookie.net/bindingofisaac/images/d/da/Arte_de_personaje_%3F%3F%3F.png/revision/latest?cb=20210405155942&path-prefix=es","???","3","3.5 (x 1.05)","+0","1","6.5","1.1","0"
"6","https://static.wikia.nocookie.net/bindingofisaac/images/5/59/Arte_de_personaje_Eve.png/revision/latest?cb=20210405160002&path-prefix=es","Eve","2","3.5 (x 0.75)[1]","+0","1","6.5","1.23","0"
"7","https://static.wikia.nocookie.net/bindingofisaac/images/1/1e/Arte_de_personaje_Samson.png/revision/latest?cb=20210405160013&path-prefix=es","Samson","3","3.5 (x 1.00)"
"8","https://static.wikia.nocookie.net/bindingofisaac/images/2/23/Arte_de_personaje_Azazel.png/revision/latest?cb=20210604224712&path-prefix=es","Azazel","3","3.5 (x 1.50)","+0.5 (x 0.3)","1","4.5","1.25","0"
"9","https://static.wikia.nocookie.net/bindingofisaac/images/4/49/Arte_de_personaje_Lazarus.png/revision/latest?cb=20210405160042&path-prefix=es","Lazarus","3","3.5 (x 1.00)","+0","1","4.5","1.0"
"10","https://static.wikia.nocookie.net/bindingofisaac/images/2/20/Arte_de_personaje_Eden.png/revision/latest?cb=20210405160105&path-prefix=es","Eden","3","3.5 ± 1.0 (x 1.00)","±0.75","1 ± 0.25","6.5 ± ?","1.0 ± 0.15","0 ± 1"
"11","https://static.wikia.nocookie.net/bindingofisaac/images/a/a8/Arte_de_personaje_The_Lost.png/revision/latest?cb=20210405160121&path-prefix=es","The Lost","0","3.5 (x 1.00)","+0","1","6.5","1.0","0"
"12","https://static.wikia.nocookie.net/bindingofisaac/images/5/5d/Arte_de_personaje_Lilith.png/revision/latest?cb=20210405160132&path-prefix=es","Lilith","3","3.5 (x 1.00)","+0","1","6.5","1.0","0"
"13","https://static.wikia.nocookie.net/bindingofisaac/images/4/43/Arte_de_personaje_Keeper.png/revision/latest?cb=20210405160146&path-prefix=es","Keeper","3","3.5 (x 1.20)"
"14","https://static.wikia.nocookie.net/bindingofisaac/images/a/a8/Arte_de_personaje_Apollyon.png/revision/latest?cb=20210405160157&path-prefix=es","Apollyon","2","3.5 (x 1.00)","+0","1","6.5","1.0","0"
"15","https://static.wikia.nocookie.net/bindingofisaac/images/6/61/Arte_de_personaje_The_Forgotten.png/revision/latest?cb=20210405160213&path-prefix=es","The Forgotten","3","3.5 (x 1.50)","+0 (x 0.5)","1","6.5","1.0","0"
"16","https://static.wikia.nocookie.net/bindingofisaac/images/b/b5/Arte_de_personaje_Bethany.png/revision/latest?cb=20210402153303&path-prefix=es","Bethany","3","3.5 (x 1.00)","+0","1","6.5","1.0","0"
"17","https://static.wikia.nocookie.net/bindingofisaac/images/1/18/Arte_de_personaje_Jacob.png/revision/latest?cb=20210403011116&path-prefix=es","Jacob","5","2.75 (x 1.00)","3","1.15","5","1","1"
"18","https://static.wikia.nocookie.net/bindingofisaac/images/4/4a/Arte_de_personaje_Dark_Judas.png/revision/latest?cb=20210414160507&path-prefix=es","Dark Judas","2","3.5 (x 2.00)","+0","1","6.5","1.1","0"
"19","https://static.wikia.nocookie.net/bindingofisaac/images/0/08/Arte_de_personaje_Lazarus_Risen.png/revision/latest?cb=20210414160457&path-prefix=es","Lazarus Risen","1","3.5 (x 1.20)","+0","1","6.5","1.25","0"
"20","https://static.wikia.nocookie.net/bindingofisaac/images/1/1d/Arte_de_personaje_Tainted_Isaac.png/revision/latest?cb=20210403181445&path-prefix=es","Tainted Isaac","3","3.5 (x 1.00)","+0","1","6.5","1.0","0"
"21","https://static.wikia.nocookie.net/bindingofisaac/images/5/51/Arte_de_personaje_Tainted_Magdalena.png/revision/latest?cb=20210403181500&path-prefix=es","Tainted Magdalena","4","3.5 (x 1.00)","+0","1","6.5","1.00","0"
"22","https://static.wikia.nocookie.net/bindingofisaac/images/8/85/Arte_de_personaje_Tainted_Cain.png/revision/latest?cb=20210403181516&path-prefix=es","Tainted Cain","2","3.5 (x 1.20)","+0","1","6.5","1.3","0"
"23","https://static.wikia.nocookie.net/bindingofisaac/images/a/a2/Arte_de_personaje_Tainted_Judas.png/revision/latest?cb=20210403181542&path-prefix=es","Tainted Judas","2","3.5 (x 1.00)","+0","1","4.5","1.23","0"
"24","https://static.wikia.nocookie.net/bindingofisaac/images/e/e8/Arte_de_personaje_Tainted_%3F%3F%3F.png/revision/latest?cb=20210403181558&path-prefix=es","Tainted ???","3","3.5 (x 1.00)","2.04","1","6.5","0.9","0"
"25","https://static.wikia.nocookie.net/bindingofisaac/images/f/fa/Arte_de_personaje_Tainted_Eve.png/revision/latest?cb=20210403181613&path-prefix=es","Tainted Eve","2","3.5 (x 1.20)","1.20","1","6.5","1.0","0"
"26","https://static.wikia.nocookie.net/bindingofisaac/images/7/7e/Arte_de_personaje_Tainted_Samson.png/revision/latest?cb=20210403181625&path-prefix=es","Tainted Samson","3","3.5 (x 1.00)","2.50","1","5.0","1","0"
"27","https://static.wikia.nocookie.net/bindingofisaac/images/f/f0/Arte_de_personaje_Tainted_Azazel.png/revision/latest?cb=20210403181645&path-prefix=es","Tainted Azazel","3","3.5 (x 1.50)","0.91","1","6.5","1.25","0"
"28","https://static.wikia.nocookie.net/bindingofisaac/images/2/28/Arte_de_personaje_Tainted_Lazarus.png/revision/latest?cb=20210403181719&path-prefix=es","Tainted Lazarus","5","3.5 (x 1.00)","+0","1","4.5","1.0","0"
"29","https://static.wikia.nocookie.net/bindingofisaac/images/4/4e/Arte_de_personaje_Tainted_Eden.png/revision/latest/scale-to-width-down/48?cb=20210403181734&path-prefix=es","Tainted Eden","3","3.5 ± 1.0 (x 1.00)","±0.75","1 ± 0.25","6.5 ± ?","1.0 ± 0.15","0 ± 1"
"30","https://static.wikia.nocookie.net/bindingofisaac/images/a/ae/Arte_de_personaje_Tainted_Lost.png/revision/latest?cb=20210403181745&path-prefix=es","Tainted Lost","0","3.5 (x 1.30)","+0","1","6.5","1.0","0"
"31","https://static.wikia.nocookie.net/bindingofisaac/images/1/14/Arte_de_personaje_Tainted_Lilith.png/revision/latest?cb=20210403181756&path-prefix=es","Tainted Lilith","3","3.5 (x 1.00)","+0","1","6.5","0.85","0"
"32","https://static.wikia.nocookie.net/bindingofisaac/images/b/b7/Arte_de_personaje_Tainted_Keeper.png/revision/latest?cb=20210403181808&path-prefix=es","Tainted Keeper","2","3.5 (x 1.00)","0.99","1","6.5","1"
"33","https://static.wikia.nocookie.net/bindingofisaac/images/a/af/Arte_de_personaje_Tainted_Apollyon.png/revision/latest?cb=20210403181818&path-prefix=es","Tainted Apollyon","2","3.5 (x 1.00)","1.82","1","6.5","1.0","0"
"34","https://static.wikia.nocookie.net/bindingofisaac/images/4/42/Arte_de_personaje_Tainted_Forgotten.png/revision/latest?cb=20210403181834&path-prefix=es","Tainted Forgotten","3","3.5 (x 1.50)","1.36","1","6.5","—","0"
"35","https://static.wikia.nocookie.net/bindingofisaac/images/6/6f/Arte_de_personaje_Tainted_Bethany.png/revision/latest?cb=20210403181914&path-prefix=es","Tainted Bethany","3","3.5 (x 1.00)","+0","1","6.5","1.0","0"
"36","https://static.wikia.nocookie.net/bindingofisaac/images/b/bb/Arte_de_personaje_Tainted_Jacob.png/revision/latest?cb=20210403181930&path-prefix=es","Tainted Jacob","3","2.75 (x 1.00)","3","1","6.5","1","0"
