"id-icono-nombre-vida-descripcion"
"1","https://static.wikia.nocookie.net/bindingofisaac/images/5/55/FrowningGaperEnemigo-x2.png/revision/latest?cb=20180719100247&path-prefix=es","Frowning Gaper","10","Monstruos que persiguen al jugador de forma lenta inicialmente, adquiriendo velocidad si están lo suficientemente cerca. Suelen ser encontrados en grupos, y tienen suficiente inteligencia para intentar tomar caminos cortos o intentar cortar el paso al jugador."
"2","https://static.wikia.nocookie.net/bindingofisaac/images/b/b2/GaperEnemigo-x2.png/revision/latest?cb=20180719100124&path-prefix=es","Gaper","10","Monstruos que siguen al jugador. A diferencia que los Frowning Gapers, los Gapers normales siempre caminan lento. Tienen la misma inteligencia artificial que los Frowning Gapers."
"3","https://static.wikia.nocookie.net/bindingofisaac/images/8/8d/Flaming_Gaper.png/revision/latest?cb=20180719151559&path-prefix=es","Flaming Gaper","9","Gapers envueltos en llamas. Ellos son totalmente idénticos que los Gapers normales, con solamente un cambio totalmente cosmético."
"4","https://static.wikia.nocookie.net/bindingofisaac/images/9/9a/GusherRebirth.png/revision/latest?cb=20180719142316&path-prefix=es","Gusher","10","Cuerpos sin cabeza de los Gapers. Esto caminan sin rumbo alguno. Disparan lágrimas de sangre a cualquier dirección aleatoriamente."
"5","https://static.wikia.nocookie.net/bindingofisaac/images/e/e8/Imagen.png/revision/latest?cb=20180719141741&path-prefix=es","Pacer","10","Versión más pacífica de los Gushers. A diferencia de ellos, los Pacers no pueden disparar ningún tipo de proyectil, aunque sigue pudiendo hacer daño al contacto."
"6","https://static.wikia.nocookie.net/bindingofisaac/images/6/6e/HorfEnemigo-x2.png/revision/latest?cb=20180719101453&path-prefix=es","Horf","10","Cabezas que flotan en la misma posición todo el tiempo. Si el jugador está en su campo de visión, ellos intentarán disparar una proyectil directamente hacia el jugador."
"7","https://static.wikia.nocookie.net/bindingofisaac/images/2/22/Black_Fly.png/revision/latest?cb=20190723105107&path-prefix=es","Fly","3","Pequeñas moscas de color negro. Son totalmente inofensivas y juntos con los Dips son los monstruos con menos salud del juego."
"8","https://static.wikia.nocookie.net/bindingofisaac/images/9/92/PooterEnemigo-x2.png/revision/latest?cb=20180719100326&path-prefix=es","Pooter","8","Moscas gordas que no pueden hacer daño al contacto pero pueden disparar proyectiles directamente hacia el jugador si está cerca."
"9","https://static.wikia.nocookie.net/bindingofisaac/images/6/6e/SuperPooterEnemigo-x2.png/revision/latest?cb=20180719100405&path-prefix=es","Super pooter","8","Pooters más grandes y rojos. Ellos sí pueden hacer daño al contacto y disparan dos proyectiles en vez de uno solo."
"10","https://static.wikia.nocookie.net/bindingofisaac/images/4/45/Clotty-0.png/revision/latest?cb=20180719093844&path-prefix=es","Clotty","15","Una gran trozo de carne que se arrastra por toda la habitación. Ocasionalmente dispara 4 proyectiles hacia arriba, abajo y los lados."
"11","https://static.wikia.nocookie.net/bindingofisaac/images/4/40/Clot-0.png/revision/latest?cb=20150926165916&path-prefix=es","Clot","15","Un monstruo hecho de alquitrán. Al igual que Clotty, se desplaza arrastrándose y dispara 4 proyectiles, aunque Clot los dispara en todas las diagonales."
